BEB_1	1.264459	0.084157
BEB_2	-0.704915	-0.223471
BEB_3	1.264459	0.084157
BEB_4	1.264459	0.084157
BEB_5	0.279772	-0.069657
BEB_6	1.264459	0.084157
BEB_7	1.264459	0.084157
BEB_8	1.264459	0.084157
BEB_9	1.264459	0.084157
BEB_10	0.279772	-0.069657
BEB_11	0.279772	-0.069657
BEB_12	1.264459	0.084157
BEB_13	0.279772	-0.069657
BEB_14	0.279772	-0.069657
BEB_15	0.279772	-0.069657
BEB_16	0.279772	-0.069657
BEB_17	0.279772	-0.069657
BEB_18	1.264459	0.084157
BEB_19	0.279772	-0.069657
BEB_20	0.279772	-0.069657
BEB_21	0.279772	-0.069657
BEB_22	0.279772	-0.069657
BEB_23	0.279772	-0.069657
BEB_24	0.279772	-0.069657
BEB_25	1.264459	0.084157
BEB_26	-0.704915	-0.223471
BEB_27	1.264459	0.084157
BEB_28	0.279772	-0.069657
BEB_29	-0.704915	-0.223471
BEB_30	1.264459	0.084157
BEB_31	0.279772	-0.069657
BEB_32	-0.704915	-0.223471
BEB_33	0.279772	-0.069657
BEB_34	0.279772	-0.069657
BEB_35	0.279772	-0.069657
BEB_36	1.264459	0.084157
BEB_37	0.279772	-0.069657
BEB_38	0.283824	-0.074881
BEB_39	0.279772	-0.069657
BEB_40	0.307017	-0.075648
BEB_41	-0.704915	-0.223471
BEB_42	0.279772	-0.069657
BEB_43	1.264459	0.084157
BEB_44	-0.704915	-0.223471
BEB_45	-0.704915	-0.223471
BEB_46	1.291704	0.078167
BEB_47	1.282854	0.090498
BEB_48	0.279772	-0.069657
BEB_49	1.264459	0.084157
BEB_50	0.279772	-0.069657
BEB_51	-0.704915	-0.223471
BEB_52	0.279772	-0.069657
BEB_53	0.279772	-0.069657
BEB_54	0.279772	-0.069657
BEB_55	1.264459	0.084157
BEB_56	-0.704915	-0.223471
BEB_57	0.279772	-0.069657
BEB_58	1.264459	0.084157
BEB_59	0.279772	-0.069657
BEB_60	-0.704915	-0.223471
BEB_61	0.279772	-0.069657
BEB_62	-0.704915	-0.223471
BEB_63	0.279772	-0.069657
BEB_64	-0.704915	-0.223471
BEB_65	0.283824	-0.074881
BEB_66	0.279772	-0.069657
BEB_67	0.279772	-0.069657
BEB_68	0.279772	-0.069657
BEB_69	0.312395	-0.101135
BEB_70	0.279772	-0.069657
BEB_71	0.279772	-0.069657
BEB_72	1.294170	0.091280
BEB_73	0.279772	-0.069657
BEB_74	1.264459	0.084157
BEB_75	0.279772	-0.069657
BEB_76	0.279772	-0.069657
BEB_77	0.279772	-0.069657
BEB_78	0.279772	-0.069657
BEB_79	0.285150	-0.095144
BEB_80	0.279772	-0.069657
BEB_81	1.264459	0.084157
BEB_82	-0.704915	-0.223471
BEB_83	1.264459	0.084157
BEB_84	0.291088	-0.068875
BEB_85	1.264459	0.084157
BEB_86	1.291704	0.078167
BEB_87	1.264459	0.084157
BEB_88	1.264459	0.084157
BEB_89	0.279772	-0.069657
BEB_90	1.264459	0.084157
BEB_91	-0.699537	-0.248958
BEB_92	-0.704915	-0.223471
BEB_93	1.264459	0.084157
BEB_94	0.279772	-0.069657
BEB_95	1.264459	0.084157
BEB_96	0.279772	-0.069657
BEB_97	0.279772	-0.069657
BEB_98	0.279772	-0.069657
BEB_99	0.279772	-0.069657
BEB_100	1.269837	0.058670
CEU_1	0.279772	-0.069657
CEU_2	-0.704915	-0.223471
CEU_3	0.279772	-0.069657
CEU_4	0.279772	-0.069657
CEU_5	-0.704915	-0.223471
CEU_6	-0.862700	0.799471
CEU_7	-0.704915	-0.223471
CEU_8	-0.704915	-0.223471
CEU_9	0.279772	-0.069657
CEU_10	-0.704915	-0.223471
CEU_11	-0.704915	-0.223471
CEU_12	0.279772	-0.069657
CEU_13	0.279772	-0.069657
CEU_14	-0.704915	-0.223471
CEU_15	-0.704915	-0.223471
CEU_16	-0.704915	-0.223471
CEU_17	-0.704915	-0.223471
CEU_18	-0.699537	-0.248958
CEU_19	-0.850384	0.743697
CEU_20	0.279772	-0.069657
CEU_21	-0.704915	-0.223471
CEU_22	-0.850384	0.743697
CEU_23	0.279772	-0.069657
CEU_24	0.279772	-0.069657
CEU_25	-0.704915	-0.223471
CEU_26	-0.704915	-0.223471
CEU_27	-0.704915	-0.223471
CEU_28	0.279772	-0.069657
CEU_29	-0.704915	-0.223471
CEU_30	0.279772	-0.069657
CEU_31	-0.704915	-0.223471
CEU_32	0.134303	0.897511
CEU_33	0.279772	-0.069657
CEU_34	1.118991	1.051325
CEU_35	-0.704915	-0.223471
CEU_36	0.307017	-0.075648
CEU_37	0.279772	-0.069657
CEU_38	-0.704915	-0.223471
CEU_39	0.307017	-0.075648
CEU_40	-0.704915	-0.223471
CEU_41	-0.704915	-0.223471
CEU_42	0.285150	-0.095144
CEU_43	0.279772	-0.069657
CEU_44	0.279772	-0.069657
CEU_45	-0.704915	-0.223471
CEU_46	0.279772	-0.069657
CEU_47	-0.704915	-0.223471
CEU_48	0.134303	0.897511
CEU_49	-0.704915	-0.223471
CEU_50	-0.704915	-0.223471
CEU_51	-0.704915	-0.223471
CEU_52	-0.704915	-0.223471
CEU_53	1.264459	0.084157
CEU_54	-0.715125	-0.240230
CEU_55	-0.704915	-0.223471
CEU_56	0.279772	-0.069657
CEU_57	-0.704915	-0.223471
CEU_58	1.264459	0.084157
CEU_59	1.275642	0.084701
CEU_60	-0.704915	-0.223471
CEU_61	-0.704915	-0.223471
CEU_62	0.276693	-0.080649
CEU_63	0.279772	-0.069657
CEU_64	0.279772	-0.069657
CEU_65	-0.704915	-0.223471
CEU_66	-0.850384	0.743697
CEU_67	0.279772	-0.069657
CEU_68	-0.704915	-0.223471
CEU_69	-0.704915	-0.223471
CEU_70	-0.704915	-0.223471
CEU_71	-0.704915	-0.223471
CEU_72	-0.704915	-0.223471
CEU_73	-0.704915	-0.223471
CEU_74	-0.704915	-0.223471
CEU_75	-0.704915	-0.223471
CEU_76	-0.704915	-0.223471
CEU_77	-0.850384	0.743697
CEU_78	-0.704915	-0.223471
CEU_79	-0.704915	-0.223471
CEU_80	1.264459	0.084157
CEU_81	0.279772	-0.069657
CEU_82	0.279772	-0.069657
CEU_83	-0.704915	-0.223471
CEU_84	-0.850384	0.743697
CEU_85	0.279772	-0.069657
CEU_86	-0.850384	0.743697
CEU_87	-0.704915	-0.223471
CEU_88	-0.704915	-0.223471
CEU_89	-0.700863	-0.228695
CEU_90	1.268511	0.078933
CEU_91	0.279772	-0.069657
CEU_92	0.279772	-0.069657
CEU_93	-0.707994	-0.234463
CEU_94	-0.704915	-0.223471
CEU_95	-0.850384	0.743697
CEU_96	-0.715125	-0.240230
CEU_97	-0.704915	-0.223471
CEU_98	-0.862700	0.799471
CEU_99	1.264459	0.084157
CEU_100	0.290954	-0.069113
ITU_1	1.264459	0.084157
ITU_2	-0.704915	-0.223471
ITU_3	1.264459	0.084157
ITU_4	0.279772	-0.069657
ITU_5	0.279772	-0.069657
ITU_6	0.279772	-0.069657
ITU_7	1.264459	0.084157
ITU_8	1.264459	0.084157
ITU_9	0.279772	-0.069657
ITU_10	0.279772	-0.069657
ITU_11	-0.704915	-0.223471
ITU_12	0.279772	-0.069657
ITU_13	-0.704915	-0.223471
ITU_14	0.279772	-0.069657
ITU_15	0.279772	-0.069657
ITU_16	-0.704915	-0.223471
ITU_17	0.279772	-0.069657
ITU_18	0.279772	-0.069657
ITU_19	1.264459	0.084157
ITU_20	1.264459	0.084157
YRI_1	-0.930083	0.947393
YRI_2	-1.058194	1.897147
YRI_3	-0.704915	-0.223471
YRI_4	-0.767257	-0.037188
YRI_5	-0.767257	-0.037188
YRI_6	-0.824222	-0.073246
YRI_7	-0.779237	-0.242115
YRI_8	-0.824222	-0.073246
YRI_9	-0.912726	0.929979
YRI_10	-0.850384	0.743697
YRI_11	-0.704915	-0.223471
YRI_12	-0.912726	0.929979
YRI_13	-0.850384	0.743697
YRI_14	-0.919024	0.725794
YRI_15	-0.761880	-0.259529
YRI_16	-0.761880	-0.259529
YRI_17	-0.761880	-0.259529
YRI_18	-0.995852	1.710864
YRI_19	-0.850384	0.743697
YRI_20	-0.761880	-0.259529
YRI_21	-0.824222	-0.073246
YRI_22	-0.704915	-0.223471
YRI_23	-0.716591	-0.205316
YRI_24	-0.704915	-0.223471
YRI_25	-0.850384	0.743697
YRI_26	-0.912726	0.929979
YRI_27	-0.704915	-0.223471
YRI_28	-0.722272	-0.206057
YRI_29	-0.761880	-0.259529
YRI_30	-0.995852	1.710864
